N00007665,1998
N00004094,1998
N00001143,1998
N00003028,1998
N00007653,1998
N00009082,1998
N00000469,1998
N00000826,1998
N00005822,1998
N00005638,1998
N00005165,1998
N00008091,1998
N00003428,1998
N00005407,1998
N00000496,1998
N00002377,1998
N00004087,1998
N00002526,1998
N00005336,1998
N00009160,1998
N00002017,1998
N00005656,1998
N00000423,1998
N00002146,1998
N00004643,1998
N00009774,1998
N00006347,1998
N00005805,1998
N00005331,1998
N00008094,1998
N00005455,1998
N00001669,1998
N00006981,1998
N00002982,1998
N00006518,1998
N00002674,1998
N00004816,1998
N00002126,1998
N00007727,1998
N00005195,1998
N00001267,1998
N00003675,1998
N00005178,1998
N00005985,1998
N00003939,1998
N00007068,1998
N00001572,1998
N00004208,1998
N00002171,1998
N00006692,1998
N00002743,1998
N00005883,1998
N00001619,1998
N00004791,1998
N00005385,1998
N00002713,1998
N00007076,1998
N00003535,1998
N00005244,1998
N00001750,1998
N00003258,1998
N00005466,1998
N00003437,1998
N00004638,1998
N00002221,1998
N00000010,1998
N00003924,1998
N00002200,1998
N00003091,1998
N00007099,1998
N00008086,1998
N00006202,1998
N00007377,1998
N00002949,1998
N00006349,1998
N00007232,1998
N00001955,1998
N00003758,1998
N00009775,1998
N00003689,1998
N00000324,1998
N00002685,1998
N00006279,1998
N00005305,1998
N00000133,1998
N00005026,1998
N00002302,1998
N00001751,1998
N00009779,1998
N00002408,1998
N00003845,1998
N00002247,1998
N00005601,1998
N00003328,1998
N00002556,1998
N00000491,1998
N00006055,1998
N00007502,1998
N00004613,1998
N00004029,1998
N00006348,1998
N00005422,1998
N00004956,1998
N00002567,1998
N00007124,1998
N00001371,1998
N00002091,1998
N00003042,1998
N00004698,1998
N00006267,1998
N00006242,1998
N00001971,1998
N00007050,1998
N00001158,1998
N00001784,1998
N00004583,1998
N00004884,1998
N00002926,1998
N00002045,1998
N00002610,1998
N00007781,1998
N00006134,1998
N00000280,1998
N00000615,1998
N00005892,1998
N00002839,1998
N00003709,1998
N00002872,1998
N00005442,1998
N00007918,1998
N00001783,1998
N00006682,1998
N00000581,1998
N00006023,1998
N00006515,1998
N00007251,1998
N00007556,1998
N00004615,1998
N00001373,1998
N00006932,1998
N00003209,1998
N00007823,1998
N00004981,1998
N00005794,1998
N00004166,1998
N00001925,1998
N00005090,1998
N00001003,1998
N00001427,1998
N00006619,1998
N00006249,1998
N00007335,1998
N00002269,1998
N00004912,1998
N00003083,1998
N00004939,1998
N00002351,1998
N00007632,1998
N00007312,1998
N00001746,1998
N00004772,1998
N00007561,1998
N00000036,1998
N00007364,1998
N00007033,1998
N00002898,1998
N00001182,1998
N00003218,1998
N00003470,1998
N00000983,1998
N00002718,1998
N00001541,1998
N00000275,1998
N00000810,1998
N00000684,1998
N00003147,1998
N00005677,1998
N00007710,1998
N00007231,1998
N00004221,1998
N00000585,1998
N00001447,1998
N00005037,1998
N00006652,1998
N00002012,1998
N00003660,1998
N00001049,1998
N00001871,1998
N00005961,1998
N00002167,1998
N00009154,1998
N00001451,1998
N00003126,1998
N00007879,1998
N00002960,1998
N00002742,1998
N00009975,1998
N00005709,1998
N00004468,1998
N00008799,1998
N00001758,1998
N00005870,1998
N00001519,1998
N00000444,1998
N00004874,1998
N00004527,1998
N00005301,1998
N00005645,1998
N00003716,1998
N00003887,1998
N00006312,1998
N00004207,1998
N00006750,1998
N00004781,1998
N00002884,1998
N00009157,1998
N00009869,1998
N00006455,1998
N00000048,1998
N00002314,1998
N00002287,1998
N00007584,1998
N00004644,1998
N00003166,1998
N00003008,1998
N00001222,1998
N00006008,1998
N00003725,1998
N00004155,1998
N00001469,1998
N00002423,1998
N00007700,1998
N00006821,1998
N00003897,1998
N00001329,1998
N00001821,1998
N00008032,1998
N00006983,1998
N00008190,1998
N00005499,1998
N00005675,1998
N00004702,1998
N00002460,1998
N00005582,1998
N00001762,1998
N00005551,1998
N00005818,1998
N00012457,1998
N00005353,1998
N00000534,1998
N00003202,1998
N00008038,1998
N00008122,1998
N00004393,1998
N00000561,1998
N00008028,1998
N00010084,1998
N00002299,1998
N00001509,1998
N00003522,1998
N00009778,1998
N00001020,1998
N00006283,1998
N00000308,1998
N00000259,1998
N00000360,1998
N00000569,1998
N00005303,1998
N00000245,1998
N00004070,1998
N00004005,1998
N00006953,1998
N00004403,1998
N00001193,1998
N00002656,1998
N00004330,1998
N00001399,1998
N00004374,1998
N00004045,1998
N00004309,1998
N00006486,1998
N00003572,1998
N00006406,1998
N00001305,1998
N00004933,1998
N00005928,1998
N00005395,1998
N00007382,1998
N00005597,1998
N00004227,1998
N00003545,1998
N00000659,1998
N00001176,1998
N00004280,1998
N00009918,1998
N00008046,1998
N00001691,1998
N00003950,1998
N00007087,1998
N00002577,1998
N00003476,1998
N00000616,1998
N00002599,1998
N00004856,1998
N00001797,1998
N00000851,1998
N00007479,1998
N00003329,1998
N00001024,1998
N00005559,1998
N00001764,1998
N00004440,1998
N00001800,1998
N00000078,1998
N00000637,1998
N00001068,1998
N00004905,1998
N00000270,1998
N00006949,1998
N00001339,1998
N00007571,1998
N00006424,1998
N00001148,1998
N00005119,1998
N00002791,1998
N00003389,1998
N00005414,1998
N00001498,1998
N00009829,1998
N00000179,1998
N00001475,1998
N00001276,1998
N00006213,1998
N00003878,1998
N00002356,1998
N00006882,1998
N00002511,1998
N00001214,1998
N00000205,1998
N00002856,1998
N00001171,1998
N00000699,1998
N00007895,1998
N00002793,1998
N00001945,1998
N00006811,1998
N00002963,1998
N00007390,1998
N00004547,1998
N00004229,1998
N00000256,1998
N00002214,1998
N00005282,1998
N00002083,1998
N00001805,1998
N00000968,1998
N00008006,1998
N00007876,1998
N00001408,1998
N00002327,1998
N00000939,1998
N00000153,1998
N00008166,1998
N00004356,1998
N00003532,1998
N00005617,1998
N00003392,1998
N00001692,1998
N00002630,1998
N00004255,1998
N00001806,1998
N00004394,1998
N00000143,1998
N00005998,1998
N00001074,1998
N00003736,1998
N00007009,1998
N00000781,1998
N00000664,1998
N00003362,1998
N00000751,1998
N00006397,1998
N00005906,1998
N00001307,1998
N00000716,1998
N00003910,1998
N00007360,1998
N00004558,1998
N00001422,1998
N00004426,1998
N00003341,1998
N00002140,1998
N00001633,1998
N00007516,1998
N00008113,1998
N00004700,1998
N00003682,1998
N00004997,1998
N00002260,1998
N00003504,1998
N00001290,1998
N00007507,1998
N00002198,1998
N00004484,1998
N00000964,1998
N00006571,1998
N00000362,1998
N00003651,1998
N00009922,1998
N00006067,1998
N00007425,1998
N00003071,1998
N00003962,1998
N00002057,1998
N00005285,1998
N00001685,1998
N00009828,1998
N00003828,1998
N00006832,1998
N00003473,1998
N00007151,1998
N00000140,1998
N00002858,1998
N00001664,1998
N00008619,1998
N00000740,1998
N00006671,1998
N00008264,1998
N00004887,1998
N00005218,1998
N00004489,1998
N00006446,1998
N00008274,1998
N00000528,1998
N00005724,1998
N00002424,1998
